Stage,Experiment,Beaker,BeakerID,Population,MatePair,Treatment,Urban,PhotoID,SampleID,Height_mm,Stomach_Length_mm
Gastrula,Exp4,B3,Exp4_B3,Cab,P14,NP,Urban,gast_exp4_b3-0042,42,0.121,0.101
Gastrula,Exp4,B3,Exp4_B3,Cab,P14,NP,Urban,gast_exp4_b3-0043,43,0.125,0.11
Gastrula,Exp4,B3,Exp4_B3,Cab,P14,NP,Urban,gast_exp4_b3-0043,44,0.113,0.096
Gastrula,Exp4,B3,Exp4_B3,Cab,P14,NP,Urban,gast_exp4_b3-0044,45,0.109,0.087
Gastrula,Exp4,B3,Exp4_B3,Cab,P14,NP,Urban,gast_exp4_b3-0044,46,0.115,0.1
Gastrula,Exp4,B3,Exp4_B3,Cab,P14,NP,Urban,gast_exp4_b3-0045,47,0.115,0.092
Gastrula,Exp4,B3,Exp4_B3,Cab,P14,NP,Urban,gast_exp4_b3-0046,48,0.11,0.09
Gastrula,Exp4,B3,Exp4_B3,Cab,P14,NP,Urban,gast_exp4_b3-0049,50,0.109,0.09
Gastrula,Exp4,B3,Exp4_B3,Cab,P14,NP,Urban,gast_exp4_b3-0050,51,0.118,0.091
Gastrula,Exp4,B3,Exp4_B3,Cab,P14,NP,Urban,gast_exp4_b3-0051,52,0.106,0.087
Gastrula,Exp4,B3,Exp4_B3,Cab,P14,NP,Urban,gast_exp4_b3-0051,53,0.116,0.096
Gastrula,Exp4,B3,Exp4_B3,Cab,P14,NP,Urban,gast_exp4_b3-0052,54,0.123,0.104
Gastrula,Exp4,B3,Exp4_B3,Cab,P14,NP,Urban,gast_exp4_b3-0052,55,0.113,0.096
Gastrula,Exp4,B3,Exp4_B3,Cab,P14,NP,Urban,gast_exp4_b3-0053,56,0.108,0.095
Gastrula,Exp4,B3,Exp4_B3,Cab,P14,NP,Urban,gast_exp4_b3-0053,57,0.119,0.095
Gastrula,Exp4,B3,Exp4_B3,Cab,P14,NP,Urban,gast_exp4_b3-0054,58,0.118,0.093
Gastrula,Exp4,B3,Exp4_B3,Cab,P14,NP,Urban,gast_exp4_b3-0055,59,0.115,0.096
Gastrula,Exp4,B3,Exp4_B3,Cab,P14,NP,Urban,gast_exp4_b3-0056,60,0.121,0.095
Gastrula,Exp4,B3,Exp4_B3,Cab,P14,NP,Urban,gast_exp4_b3-0058,62,0.1,0.078
Gastrula,Exp4,B3,Exp4_B3,Cab,P14,NP,Urban,gast_exp4_b3-0061,64,0.109,0.087
Gastrula,Exp4,B3,Exp4_B3,Cab,P14,NP,Urban,gast_exp4_b3-0062,65,0.1,0.077
Gastrula,Exp4,B3,Exp4_B3,Cab,P14,NP,Urban,gast_exp4_b3-0065,68,0.12,0.095
Gastrula,Exp4,B3,Exp4_B3,Cab,P14,NP,Urban,gast_exp4_b3-0066,69,0.117,0.091
Gastrula,Exp4,B3,Exp4_B3,Cab,P14,NP,Urban,gast_exp4_b3-0067,70,0.119,0.095
Gastrula,Exp4,B3,Exp4_B3,Cab,P14,NP,Urban,gast_exp4_b3-0068,71,0.123,0.096
Gastrula,Exp4,B3,Exp4_B3,Cab,P14,NP,Urban,gast_exp4_b3-0069,72,0.107,0.085
Gastrula,Exp4,B3,Exp4_B3,Cab,P14,NP,Urban,gast_exp4_b3-0070,73,0.118,0.088
Gastrula,Exp4,B3,Exp4_B3,Cab,P14,NP,Urban,gast_exp4_b3-0071,74,0.123,0.104
Gastrula,Exp4,B3,Exp4_B3,Cab,P14,NP,Urban,gast_exp4_b3-0073,76,0.118,0.085
Gastrula,Exp4,B5,Exp4_B5,Wh,P13,C,Urban,gast_exp4_b5-0006,5,0.13,0.106
Gastrula,Exp4,B5,Exp4_B5,Wh,P13,C,Urban,gast_exp4_b5-0008,7,0.134,0.119
Gastrula,Exp4,B5,Exp4_B5,Wh,P13,C,Urban,gast_exp4_b5-0015,13,0.134,0.11
Gastrula,Exp4,B5,Exp4_B5,Wh,P13,C,Urban,gast_exp4_b5-0018,17,0.118,0.098
Gastrula,Exp4,B5,Exp4_B5,Wh,P13,C,Urban,gast_exp4_b5-0024,23,0.142,0.121
Gastrula,Exp4,B5,Exp4_B5,Wh,P13,C,Urban,gast_exp4_b5-0027,25,0.122,0.065
Gastrula,Exp4,B5,Exp4_B5,Wh,P13,C,Urban,gast_exp4_b5-0028,26,0.135,0.107
Gastrula,Exp4,B5,Exp4_B5,Wh,P13,C,Urban,gast_exp4_b5-0029,27,0.129,0.106
Gastrula,Exp4,B6,Exp4_B6,Cab,P16,C,Urban,gast_exp4_b6-0002,1,0.118,0.081
Gastrula,Exp4,B6,Exp4_B6,Cab,P16,C,Urban,gast_exp4_b6-0003,2,0.117,0.097
Gastrula,Exp4,B6,Exp4_B6,Cab,P16,C,Urban,gast_exp4_b6-0006,5,0.106,0.072
Gastrula,Exp4,B6,Exp4_B6,Cab,P16,C,Urban,gast_exp4_b6-0009,8,0.124,0.083
Gastrula,Exp4,B6,Exp4_B6,Cab,P16,C,Urban,gast_exp4_b6-0010,9,0.106,0.08
Gastrula,Exp4,B6,Exp4_B6,Cab,P16,C,Urban,gast_exp4_b6-0014,12,0.12,0.087
Gastrula,Exp4,B6,Exp4_B6,Cab,P16,C,Urban,gast_exp4_b6-0015,13,0.121,0.096
Gastrula,Exp4,B6,Exp4_B6,Cab,P16,C,Urban,gast_exp4_b6-0016,14,0.127,0.105
Gastrula,Exp4,B6,Exp4_B6,Cab,P16,C,Urban,gast_exp4_b6-0020,19,0.118,0.073
Gastrula,Exp4,B6,Exp4_B6,Cab,P16,C,Urban,gast_exp4_b6-0022,21,0.121,0.103
Gastrula,Exp4,B6,Exp4_B6,Cab,P16,C,Urban,gast_exp4_b6-0023,24,0.122,0.082
Gastrula,Exp4,B6,Exp4_B6,Cab,P16,C,Urban,gast_exp4_b6-0026,28,0.116,0.088
Gastrula,Exp4,B6,Exp4_B6,Cab,P16,C,Urban,gast_exp4_b6-0027,29,0.104,0.084
Gastrula,Exp4,B6,Exp4_B6,Cab,P16,C,Urban,gast_exp4_b6-0027,30,0.134,0.091
Gastrula,Exp4,B6,Exp4_B6,Cab,P16,C,Urban,gast_exp4_b6-0028,30,0.125,0.076
Gastrula,Exp4,B6,Exp4_B6,Cab,P16,C,Urban,gast_exp4_b6-0033,35,0.111,0.095
Gastrula,Exp4,B6,Exp4_B6,Cab,P16,C,Urban,gast_exp4_b6-0034,36,0.12,0.091
Gastrula,Exp4,B6,Exp4_B6,Cab,P16,C,Urban,gast_exp4_b6-0037,39,0.115,0.085
Gastrula,Exp4,B6,Exp4_B6,Cab,P16,C,Urban,gast_exp4_b6-0038,40,0.124,0.081
Gastrula,Exp4,B6,Exp4_B6,Cab,P16,C,Urban,gast_exp4_b6-0039,41,0.126,0.094
Gastrula,Exp4,B6,Exp4_B6,Cab,P16,C,Urban,gast_exp4_b6-0040,42,0.129,0.087
Gastrula,Exp4,B6,Exp4_B6,Cab,P16,C,Urban,gast_exp4_b6-0041,43,0.121,0.087
Gastrula,Exp4,B6,Exp4_B6,Cab,P16,C,Urban,gast_exp4_b6-0042,44,0.147,0.105
Gastrula,Exp4,B6,Exp4_B6,Cab,P16,C,Urban,gast_exp4_b6-0042,45,0.116,0.104
Gastrula,Exp4,B6,Exp4_B6,Cab,P16,C,Urban,gast_exp4_b6-0043,46,0.116,0.087
Gastrula,Exp4,B6,Exp4_B6,Cab,P16,C,Urban,gast_exp4_b6-0044,47,0.115,0.082
Gastrula,Exp4,B6,Exp4_B6,Cab,P16,C,Urban,gast_exp4_b6-0045,48,0.132,0.076
Gastrula,Exp4,B6,Exp4_B6,Cab,P16,C,Urban,gast_exp4_b6-0048,49,0.118,0.076
Gastrula,Exp4,B7,Exp4_B7,Trp,P13,NP,Nonurban,gast_exp4_b7-0002,1,0.135,0.111
Gastrula,Exp4,B7,Exp4_B7,Trp,P13,NP,Nonurban,gast_exp4_b7-0003,2,0.126,0.106
Gastrula,Exp4,B7,Exp4_B7,Trp,P13,NP,Nonurban,gast_exp4_b7-0004,3,0.105,0.091
Gastrula,Exp4,B7,Exp4_B7,Trp,P13,NP,Nonurban,gast_exp4_b7-0006,5,0.115,0.1
Gastrula,Exp4,B7,Exp4_B7,Trp,P13,NP,Nonurban,gast_exp4_b7-0009,8,0.119,0.097
Gastrula,Exp4,B7,Exp4_B7,Trp,P13,NP,Nonurban,gast_exp4_b7-0010,9,0.121,0.099
Gastrula,Exp4,B7,Exp4_B7,Trp,P13,NP,Nonurban,gast_exp4_b7-0011,10,0.127,0.106
Gastrula,Exp4,B7,Exp4_B7,Trp,P13,NP,Nonurban,gast_exp4_b7-0013,12,0.113,0.089
Gastrula,Exp4,B7,Exp4_B7,Trp,P13,NP,Nonurban,gast_exp4_b7-0014,13,0.113,0.083
Gastrula,Exp4,B7,Exp4_B7,Trp,P13,NP,Nonurban,gast_exp4_b7-0015,14,0.12,0.094
Gastrula,Exp4,B7,Exp4_B7,Trp,P13,NP,Nonurban,gast_exp4_b7-0016,15,0.116,0.094
Gastrula,Exp4,B7,Exp4_B7,Trp,P13,NP,Nonurban,gast_exp4_b7-0017,16,0.122,0.097
Gastrula,Exp4,B7,Exp4_B7,Trp,P13,NP,Nonurban,gast_exp4_b7-0017,17,0.111,0.088
Gastrula,Exp4,B7,Exp4_B7,Trp,P13,NP,Nonurban,gast_exp4_b7-0018,18,0.13,0.111
Gastrula,Exp4,B7,Exp4_B7,Trp,P13,NP,Nonurban,gast_exp4_b7-0019,19,0.104,0.059
Gastrula,Exp4,B7,Exp4_B7,Trp,P13,NP,Nonurban,gast_exp4_b7-0019,20,0.117,0.096
Gastrula,Exp4,B7,Exp4_B7,Trp,P13,NP,Nonurban,gast_exp4_b7-0020,21,0.116,0.097
Gastrula,Exp4,B7,Exp4_B7,Trp,P13,NP,Nonurban,gast_exp4_b7-0021,22,0.126,0.102
Gastrula,Exp4,B7,Exp4_B7,Trp,P13,NP,Nonurban,gast_exp4_b7-0022,23,0.119,0.097
Gastrula,Exp4,B7,Exp4_B7,Trp,P13,NP,Nonurban,gast_exp4_b7-0022,24,0.127,0.097
Gastrula,Exp4,B7,Exp4_B7,Trp,P13,NP,Nonurban,gast_exp4_b7-0023,25,0.119,0.102
Gastrula,Exp4,B7,Exp4_B7,Trp,P13,NP,Nonurban,gast_exp4_b7-0024,26,0.13,0.101
Gastrula,Exp4,B7,Exp4_B7,Trp,P13,NP,Nonurban,gast_exp4_b7-0026,28,0.118,0.091
Gastrula,Exp4,B7,Exp4_B7,Trp,P13,NP,Nonurban,gast_exp4_b7-0027,29,0.119,0.099
Gastrula,Exp4,B7,Exp4_B7,Trp,P13,NP,Nonurban,gast_exp4_b7-0030,30,0.127,0.097
Gastrula,Exp4,B7,Exp4_B7,Trp,P13,NP,Nonurban,gast_exp4_b7-0031,31,0.132,0.111
Gastrula,Exp4,B7,Exp4_B7,Trp,P13,NP,Nonurban,gast_exp4_b7-0032,33,0.126,0.106
Gastrula,Exp4,B7,Exp4_B7,Trp,P13,NP,Nonurban,gast_exp4_b7-0033,34,0.111,0.089
Gastrula,Exp4,B7,Exp4_B7,Trp,P13,NP,Nonurban,gast_exp4_b7-0037,38,0.118,0.1
Gastrula,Exp4,B7,Exp4_B7,Trp,P13,NP,Nonurban,gast_exp4_b7-0038,39,0.119,0.095
Gastrula,Exp4,B7,Exp4_B7,Trp,P13,NP,Nonurban,gast_exp4_b7-0039,40,0.107,0.087
Gastrula,Exp4,B7,Exp4_B7,Trp,P13,NP,Nonurban,gast_exp4_b7-0040,41,0.135,0.115
Gastrula,Exp4,B7,Exp4_B7,Trp,P13,NP,Nonurban,gast_exp4_b7-0042,43,0.12,0.099
Gastrula,Exp4,B7,Exp4_B7,Trp,P13,NP,Nonurban,gast_exp4_b7-0043,44,0.119,0.104
Gastrula,Exp4,B8,Exp4_B8,Wh,P14,C,Urban,gast_exp4_b8-0002,1,0.104,0.079
Gastrula,Exp4,B8,Exp4_B8,Wh,P14,C,Urban,gast_exp4_b8-0003,2,0.108,0.086
Gastrula,Exp4,B8,Exp4_B8,Wh,P14,C,Urban,gast_exp4_b8-0007,5,0.108,0.083
Gastrula,Exp4,B8,Exp4_B8,Wh,P14,C,Urban,gast_exp4_b8-0008,6,0.093,0.06
Gastrula,Exp4,B8,Exp4_B8,Wh,P14,C,Urban,gast_exp4_b8-0014,10,0.107,0.078
Gastrula,Exp4,B8,Exp4_B8,Wh,P14,C,Urban,gast_exp4_b8-0017,12,0.104,0.079
Gastrula,Exp4,B8,Exp4_B8,Wh,P14,C,Urban,gast_exp4_b8-0019,14,0.105,0.084
Gastrula,Exp4,B8,Exp4_B8,Wh,P14,C,Urban,gast_exp4_b8-0020,16,0.11,0.07
Gastrula,Exp4,B8,Exp4_B8,Wh,P14,C,Urban,gast_exp4_b8-0021,19,0.094,0.075
Gastrula,Exp4,B8,Exp4_B8,Wh,P14,C,Urban,gast_exp4_b8-0022,20,0.097,0.057
Gastrula,Exp4,B8,Exp4_B8,Wh,P14,C,Urban,gast_exp4_b8-0027,22,0.113,0.081
Gastrula,Exp4,B8,Exp4_B8,Wh,P14,C,Urban,gast_exp4_b8-0030,24,0.11,0.085
Gastrula,Exp4,B8,Exp4_B8,Wh,P14,C,Urban,gast_exp4_b8-0032,27,0.095,0.059
Gastrula,Exp4,B8,Exp4_B8,Wh,P14,C,Urban,gast_exp4_b8-0033,28,0.105,0.078
Gastrula,Exp4,B8,Exp4_B8,Wh,P14,C,Urban,gast_exp4_b8-0036,31,0.107,0.082
Gastrula,Exp4,B8,Exp4_B8,Wh,P14,C,Urban,gast_exp4_b8-0037,33,0.105,0.079
Gastrula,Exp4,B8,Exp4_B8,Wh,P14,C,Urban,gast_exp4_b8-0038,34,0.113,0.098
Gastrula,Exp4,B9,Exp4_B9,Cab,P15,NP,Urban,gast_exp4_b9-0002,1,0.105,0.063
Gastrula,Exp4,B9,Exp4_B9,Cab,P15,NP,Urban,gast_exp4_b9-0002,2,0.101,0.071
Gastrula,Exp4,B9,Exp4_B9,Cab,P15,NP,Urban,gast_exp4_b9-0003,3,0.105,0.07
Gastrula,Exp4,B9,Exp4_B9,Cab,P15,NP,Urban,gast_exp4_b9-0004,4,0.107,0.07
Gastrula,Exp4,B9,Exp4_B9,Cab,P15,NP,Urban,gast_exp4_b9-0006,6,0.114,0.095
Gastrula,Exp4,B9,Exp4_B9,Cab,P15,NP,Urban,gast_exp4_b9-0008,7,0.1,0.074
Gastrula,Exp4,B9,Exp4_B9,Cab,P15,NP,Urban,gast_exp4_b9-0009,10,0.106,0.075
Gastrula,Exp4,B9,Exp4_B9,Cab,P15,NP,Urban,gast_exp4_b9-0010,11,0.109,0.075
Gastrula,Exp4,B9,Exp4_B9,Cab,P15,NP,Urban,gast_exp4_b9-0011,12,0.112,0.081
Gastrula,Exp4,B9,Exp4_B9,Cab,P15,NP,Urban,gast_exp4_b9-0012,13,0.1,0.059
Gastrula,Exp4,B9,Exp4_B9,Cab,P15,NP,Urban,gast_exp4_b9-0012,14,0.107,0.077
Gastrula,Exp4,B9,Exp4_B9,Cab,P15,NP,Urban,gast_exp4_b9-0013,15,0.095,0.063
Gastrula,Exp4,B9,Exp4_B9,Cab,P15,NP,Urban,gast_exp4_b9-0014,16,0.11,0.079
Gastrula,Exp4,B9,Exp4_B9,Cab,P15,NP,Urban,gast_exp4_b9-0015,17,0.118,0.077
Gastrula,Exp4,B9,Exp4_B9,Cab,P15,NP,Urban,gast_exp4_b9-0016,18,0.115,0.095
Gastrula,Exp4,B9,Exp4_B9,Cab,P15,NP,Urban,gast_exp4_b9-0018,21,0.101,0.069
Gastrula,Exp4,B9,Exp4_B9,Cab,P15,NP,Urban,gast_exp4_b9-0019,22,0.118,0.096
Gastrula,Exp4,B9,Exp4_B9,Cab,P15,NP,Urban,gast_exp4_b9-0020,23,0.113,0.091
Gastrula,Exp4,B9,Exp4_B9,Cab,P15,NP,Urban,gast_exp4_b9-0021,25,0.11,0.059
Gastrula,Exp4,B9,Exp4_B9,Cab,P15,NP,Urban,gast_exp4_b9-0022,26,0.112,0.072
Gastrula,Exp4,B9,Exp4_B9,Cab,P15,NP,Urban,gast_exp4_b9-0023,27,0.097,0.061
Gastrula,Exp4,B9,Exp4_B9,Cab,P15,NP,Urban,gast_exp4_b9-0024,28,0.105,0.07
Gastrula,Exp4,B9,Exp4_B9,Cab,P15,NP,Urban,gast_exp4_b9-0025,30,0.118,0.095
Gastrula,Exp4,B9,Exp4_B9,Cab,P15,NP,Urban,gast_exp4_b9-0026,31,0.111,0.09
Gastrula,Exp4,B9,Exp4_B9,Cab,P15,NP,Urban,gast_exp4_b9-0027,33,0.097,0.062
Gastrula,Exp4,B9,Exp4_B9,Cab,P15,NP,Urban,gast_exp4_b9-0031,36,0.105,0.065
Gastrula,Exp4,B9,Exp4_B9,Cab,P15,NP,Urban,gast_exp4_b9-0032,37,0.113,0.077
Gastrula,Exp4,B9,Exp4_B9,Cab,P15,NP,Urban,gast_exp4_b9-0035,40,0.105,0.078
Gastrula,Exp4,B9,Exp4_B9,Cab,P15,NP,Urban,gast_exp4_b9-0037,43,0.116,0.089
Gastrula,Exp4,B9,Exp4_B9,Cab,P15,NP,Urban,gast_exp4_b9-0038,44,0.118,0.062
Gastrula,Exp4,B9,Exp4_B9,Cab,P15,NP,Urban,gast_exp4_b9-0038,46,0.108,0.08
Gastrula,Exp4,B9,Exp4_B9,Cab,P15,NP,Urban,gast_exp4_b9-0039,47,0.1,0.062
Gastrula,Exp4,B9,Exp4_B9,Cab,P15,NP,Urban,gast_exp4_b9-0040,48,0.107,0.067
Gastrula,Exp4,B9,Exp4_B9,Cab,P15,NP,Urban,gast_exp4_b9-0042,50,0.106,0.071
Gastrula,Exp4,B9,Exp4_B9,Cab,P15,NP,Urban,gast_exp4_b9-0048,57,0.106,0.076
Gastrula,Exp4,B9,Exp4_B9,Cab,P15,NP,Urban,gast_exp4_b9-0050,59,0.105,0.077
Gastrula,Exp4,B9,Exp4_B9,Cab,P15,NP,Urban,gast_exp4_b9-0051,60,0.108,0.083
Gastrula,Exp4,B9,Exp4_B9,Cab,P15,NP,Urban,gast_exp4_b9-0052,61,0.111,0.087
Gastrula,Exp4,B9,Exp4_B9,Cab,P15,NP,Urban,gast_exp4_b9-0052,62,0.107,0.074
Gastrula,Exp4,B9,Exp4_B9,Cab,P15,NP,Urban,gast_exp4_b9-0053,63,0.106,0.077
Gastrula,Exp4,B9,Exp4_B9,Cab,P15,NP,Urban,gast_exp4_b9-0054,64,0.116,0.101
Gastrula,Exp4,B9,Exp4_B9,Cab,P15,NP,Urban,gast_exp4_b9-0056,67,0.106,0.08
Gastrula,Exp4,B9,Exp4_B9,Cab,P15,NP,Urban,gast_exp4_b9-0059,71,0.111,0.077
Gastrula,Exp4,B9,Exp4_B9,Cab,P15,NP,Urban,gast_exp4_b9-0060,72,0.109,0.082
Gastrula,Exp4,B9,Exp4_B9,Cab,P15,NP,Urban,gast_exp4_b9-0061,73,0.112,0.074
Gastrula,Exp4,B9,Exp4_B9,Cab,P15,NP,Urban,gast_exp4_b9-0062,74,0.095,0.069
Gastrula,Exp4,B9,Exp4_B9,Cab,P15,NP,Urban,gast_exp4_b9-0063,75,0.107,0.074
Gastrula,Exp4,B9,Exp4_B9,Cab,P15,NP,Urban,gast_exp4_b9-0065,77,0.111,0.073
Gastrula,Exp4,B9,Exp4_B9,Cab,P15,NP,Urban,gast_exp4_b9-0066,78,0.121,0.096
Gastrula,Exp4,B9,Exp4_B9,Cab,P15,NP,Urban,gast_exp4_b9-0069,80,0.111,0.073
Gastrula,Exp4,B9,Exp4_B9,Cab,P15,NP,Urban,gast_exp4_b9-0070,81,0.108,0.075
Gastrula,Exp4,B10,Exp4_B10,Wh,P13,NP,Urban,gast_exp4_b10-0002,1,0.127,0.103
Gastrula,Exp4,B10,Exp4_B10,Wh,P13,NP,Urban,gast_exp4_b10-0003,2,0.123,0.101
Gastrula,Exp4,B10,Exp4_B10,Wh,P13,NP,Urban,gast_exp4_b10-0004,3,0.132,0.105
Gastrula,Exp4,B10,Exp4_B10,Wh,P13,NP,Urban,gast_exp4_b10-0005,4,0.124,0.101
Gastrula,Exp4,B10,Exp4_B10,Wh,P13,NP,Urban,gast_exp4_b10-0006,5,0.135,0.106
Gastrula,Exp4,B10,Exp4_B10,Wh,P13,NP,Urban,gast_exp4_b10-0007,6,0.129,0.108
Gastrula,Exp4,B10,Exp4_B10,Wh,P13,NP,Urban,gast_exp4_b10-0009,9,0.121,0.094
Gastrula,Exp4,B10,Exp4_B10,Wh,P13,NP,Urban,gast_exp4_b10-0012,12,0.124,0.095
Gastrula,Exp4,B10,Exp4_B10,Wh,P13,NP,Urban,gast_exp4_b10-0014,13,0.137,0.115
Gastrula,Exp4,B10,Exp4_B10,Wh,P13,NP,Urban,gast_exp4_b10-0015,14,0.123,0.103
Gastrula,Exp4,B10,Exp4_B10,Wh,P13,NP,Urban,gast_exp4_b10-0016,15,0.127,0.093
Gastrula,Exp4,B10,Exp4_B10,Wh,P13,NP,Urban,gast_exp4_b10-0016,16,0.136,0.11
Gastrula,Exp4,B10,Exp4_B10,Wh,P13,NP,Urban,gast_exp4_b10-0018,18,0.133,0.114
Gastrula,Exp4,B10,Exp4_B10,Wh,P13,NP,Urban,gast_exp4_b10-0019,19,0.127,0.106
Gastrula,Exp4,B10,Exp4_B10,Wh,P13,NP,Urban,gast_exp4_b10-0021,21,0.126,0.101
Gastrula,Exp4,B10,Exp4_B10,Wh,P13,NP,Urban,gast_exp4_b10-0021,22,0.122,0.1
Gastrula,Exp4,B10,Exp4_B10,Wh,P13,NP,Urban,gast_exp4_b10-0022,23,0.129,0.098
Gastrula,Exp4,B10,Exp4_B10,Wh,P13,NP,Urban,gast_exp4_b10-0023,24,0.121,0.104
Gastrula,Exp4,B10,Exp4_B10,Wh,P13,NP,Urban,gast_exp4_b10-0024,25,0.135,0.114
Gastrula,Exp4,B10,Exp4_B10,Wh,P13,NP,Urban,gast_exp4_b10-0026,27,0.133,0.114
Gastrula,Exp4,B10,Exp4_B10,Wh,P13,NP,Urban,gast_exp4_b10-0027,28,0.136,0.118
Gastrula,Exp4,B10,Exp4_B10,Wh,P13,NP,Urban,gast_exp4_b10-0028,29,0.113,0.098
Gastrula,Exp4,B10,Exp4_B10,Wh,P13,NP,Urban,gast_exp4_b10-0028,30,0.134,0.108
Gastrula,Exp4,B10,Exp4_B10,Wh,P13,NP,Urban,gast_exp4_b10-0030,32,0.135,0.108
Gastrula,Exp4,B10,Exp4_B10,Wh,P13,NP,Urban,gast_exp4_b10-0031,33,0.129,0.103
Gastrula,Exp4,B10,Exp4_B10,Wh,P13,NP,Urban,gast_exp4_b10-0033,36,0.132,0.108
Gastrula,Exp4,B10,Exp4_B10,Wh,P13,NP,Urban,gast_exp4_b10-0034,37,0.134,0.108
Gastrula,Exp4,B10,Exp4_B10,Wh,P13,NP,Urban,gast_exp4_b10-0035,38,0.124,0.103
Gastrula,Exp4,B10,Exp4_B10,Wh,P13,NP,Urban,gast_exp4_b10-0036,39,0.131,0.109
Gastrula,Exp4,B10,Exp4_B10,Wh,P13,NP,Urban,gast_exp4_b10-0037,40,0.129,0.113
Gastrula,Exp4,B10,Exp4_B10,Wh,P13,NP,Urban,gast_exp4_b10-0038,41,0.106,0.095
Gastrula,Exp4,B10,Exp4_B10,Wh,P13,NP,Urban,gast_exp4_b10-0039,42,0.116,0.094
Gastrula,Exp4,B10,Exp4_B10,Wh,P13,NP,Urban,gast_exp4_b10-0040,43,0.106,0.083
Gastrula,Exp4,B10,Exp4_B10,Wh,P13,NP,Urban,gast_exp4_b10-0041,44,0.13,0.104
Gastrula,Exp4,B10,Exp4_B10,Wh,P13,NP,Urban,gast_exp4_b10-0042,45,0.131,0.113
Gastrula,Exp4,B10,Exp4_B10,Wh,P13,NP,Urban,gast_exp4_b10-0042,46,0.135,0.116
Gastrula,Exp4,B10,Exp4_B10,Wh,P13,NP,Urban,gast_exp4_b10-0044,48,0.128,0.112
Gastrula,Exp4,B10,Exp4_B10,Wh,P13,NP,Urban,gast_exp4_b10-0045,49,0.134,0.113
Gastrula,Exp4,B10,Exp4_B10,Wh,P13,NP,Urban,gast_exp4_b10-0047,51,0.129,0.101
Gastrula,Exp4,B10,Exp4_B10,Wh,P13,NP,Urban,gast_exp4_b10-0048,52,0.131,0.108
Gastrula,Exp4,B10,Exp4_B10,Wh,P13,NP,Urban,gast_exp4_b10-0048,53,0.118,0.094
Gastrula,Exp4,B10,Exp4_B10,Wh,P13,NP,Urban,gast_exp4_b10-0049,54,0.136,0.116
Gastrula,Exp4,B10,Exp4_B10,Wh,P13,NP,Urban,gast_exp4_b10-0052,57,0.13,0.108
Gastrula,Exp4,B10,Exp4_B10,Wh,P13,NP,Urban,gast_exp4_b10-0052,58,0.118,0.098
Gastrula,Exp4,B10,Exp4_B10,Wh,P13,NP,Urban,gast_exp4_b10-0056,61,0.126,0.102
Gastrula,Exp4,B11,Exp4_B11,Cab,P15,C,Urban,gast_exp4_b11-0002,1,0.119,0.067
Gastrula,Exp4,B11,Exp4_B11,Cab,P15,C,Urban,gast_exp4_b11-0002,2,0.122,0.068
Gastrula,Exp4,B11,Exp4_B11,Cab,P15,C,Urban,gast_exp4_b11-0004,4,0.119,0.067
Gastrula,Exp4,B11,Exp4_B11,Cab,P15,C,Urban,gast_exp4_b11-0005,5,0.118,0.061
Gastrula,Exp4,B11,Exp4_B11,Cab,P15,C,Urban,gast_exp4_b11-0005,6,0.115,0.06
Gastrula,Exp4,B11,Exp4_B11,Cab,P15,C,Urban,gast_exp4_b11-0007,8,0.118,0.077
Gastrula,Exp4,B11,Exp4_B11,Cab,P15,C,Urban,gast_exp4_b11-0008,9,0.123,0.099
Gastrula,Exp4,B11,Exp4_B11,Cab,P15,C,Urban,gast_exp4_b11-0013,15,0.124,0.097
Gastrula,Exp4,B11,Exp4_B11,Cab,P15,C,Urban,gast_exp4_b11-0014,16,0.134,0.105
Gastrula,Exp4,B11,Exp4_B11,Cab,P15,C,Urban,gast_exp4_b11-0015,17,0.122,0.087
Gastrula,Exp4,B11,Exp4_B11,Cab,P15,C,Urban,gast_exp4_b11-0015,18,0.122,0.077
Gastrula,Exp4,B11,Exp4_B11,Cab,P15,C,Urban,gast_exp4_b11-0016,19,0.123,0.078
Gastrula,Exp4,B11,Exp4_B11,Cab,P15,C,Urban,gast_exp4_b11-0017,21,0.114,0.093
Gastrula,Exp4,B11,Exp4_B11,Cab,P15,C,Urban,gast_exp4_b11-0019,24,0.114,0.094
Gastrula,Exp4,B11,Exp4_B11,Cab,P15,C,Urban,gast_exp4_b11-0021,25,0.115,0.087
Gastrula,Exp4,B11,Exp4_B11,Cab,P15,C,Urban,gast_exp4_b11-0023,27,0.124,0.092
Gastrula,Exp4,B11,Exp4_B11,Cab,P15,C,Urban,gast_exp4_b11-0024,28,0.121,0.099
Gastrula,Exp4,B11,Exp4_B11,Cab,P15,C,Urban,gast_exp4_b11-0025,30,0.125,0.068
Gastrula,Exp4,B11,Exp4_B11,Cab,P15,C,Urban,gast_exp4_b11-0027,32,0.107,0.077
Gastrula,Exp4,B11,Exp4_B11,Cab,P15,C,Urban,gast_exp4_b11-0028,33,0.112,0.071
Gastrula,Exp4,B11,Exp4_B11,Cab,P15,C,Urban,gast_exp4_b11-0029,34,0.124,0.086
Gastrula,Exp4,B11,Exp4_B11,Cab,P15,C,Urban,gast_exp4_b11-0030,36,0.107,0.064
Gastrula,Exp4,B11,Exp4_B11,Cab,P15,C,Urban,gast_exp4_b11-0030,37,0.107,0.081
Gastrula,Exp4,B11,Exp4_B11,Cab,P15,C,Urban,gast_exp4_b11-0031,38,0.115,0.106
